Age,Mileage,SocioEcon,GoodStudent,RiskAversion,OtherCar,VehicleYear,MakeModel,SeniorTrain,HomeBase,AntiTheft,RuggedAuto,Antilock,CarValue,Airbag,DrivingSkill,Theft,Cushioning,DrivQuality,DrivHist,Accident,ThisCarDam,OtherCarCost,MedCost,ILiCost,ThisCarCost,PropCost
Adult,Domino,Prole,False,Cautious,True,Older,SportsCar,False,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Tank,False,TwentyThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Zero,Moderate,Moderate,Thousand,Million,Thousand,TenThou,TenThou
Adult,TwentyThou,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiveThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,Suburb,False,Football,True,FiftyThou,True,SubStandard,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Normal,True,Current,SportsCar,False,Suburb,True,EggShell,False,TwentyThou,True,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,True,Adventurous,False,Current,Economy,False,Suburb,False,EggShell,False,TenThou,True,Normal,False,Good,Poor,One,Severe,Severe,HundredThou,TenThou,Thousand,TenThou,Million
Adolescent,TwentyThou,Middle,True,Normal,True,Older,FamilySedan,False,Secure,False,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Football,False,TenThou,False,Normal,False,Good,Excellent,Zero,Severe,Severe,Thousand,Thousand,TenThou,TenThou,TenThou
Senior,TwentyThou,Prole,False,Cautious,True,Older,Economy,True,Rural,True,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Zero,Moderate,Moderate,HundredThou,TenThou,HundredThou,TenThou,HundredThou
Senior,TwentyThou,Prole,False,Psychopath,True,Current,Economy,False,City,False,EggShell,False,TenThou,True,Normal,False,Good,Poor,Many,Severe,Severe,TenThou,Thousand,TenThou,TenThou,HundredThou
Adult,TwentyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Tank,False,TenThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Fair,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Adventurous,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Cautious,True,Older,SportsCar,False,Secure,True,EggShell,False,TenThou,True,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,TenThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Middle,False,Cautious,True,Older,FamilySedan,True,Secure,True,Football,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,True,Secure,True,Tank,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Normal,True,Older,SportsCar,False,Rural,False,EggShell,False,TenThou,False,SubStandard,False,Fair,Poor,Many,Moderate,Moderate,HundredThou,TenThou,Thousand,TenThou,Million
Adolescent,Domino,Prole,True,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Poor,Zero,Severe,Severe,TenThou,Thousand,HundredThou,TenThou,HundredThou
Adolescent,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,Rural,True,Football,True,FiftyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Mild,Thousand,Thousand,TenThou,Thousand,Thousand
Senior,FiveThou,Prole,False,Cautious,True,Older,FamilySedan,True,City,True,Tank,False,TenThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,SportsCar,False,Suburb,False,EggShell,False,FiveThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,False,Normal,True,Current,SportsCar,True,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Poor,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Current,Economy,False,City,True,Football,False,FiveThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Rural,True,Football,False,FiveThou,True,SubStandard,False,Good,Poor,Zero,Severe,Severe,TenThou,Thousand,TenThou,TenThou,HundredThou
Adolescent,FiveThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,False,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Cautious,True,Current,FamilySedan,False,Rural,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,Rural,True,EggShell,False,FiveThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,UpperMiddle,True,Normal,True,Current,FamilySedan,False,Suburb,True,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,TenThou,Thousand,TenThou,HundredThou,HundredThou
Adult,FiveThou,Middle,False,Normal,False,Current,FamilySedan,False,Suburb,True,Tank,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Football,False,TwentyThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,True,Expert,False,Fair,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,False,Normal,True,Older,Economy,True,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Wealthy,False,Normal,True,Current,Luxury,False,Rural,True,Football,True,FiftyThou,True,SubStandard,False,Good,Poor,One,Moderate,Moderate,Thousand,Thousand,Thousand,HundredThou,HundredThou
Adult,FiveThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,City,False,Tank,True,FiftyThou,True,SubStandard,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,True,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Poor,One,Moderate,Severe,Thousand,HundredThou,Thousand,TenThou,TenThou
Adult,FiveThou,Prole,False,Adventurous,False,Older,Economy,False,Rural,False,Football,False,FiveThou,False,Normal,False,Good,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,SubStandard,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,Domino,Prole,False,Cautious,False,Older,Economy,True,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Current,FamilySedan,False,Secure,True,Tank,True,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Moderate,Mild,TenThou,Thousand,Thousand,Thousand,HundredThou
Adolescent,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,False,Older,Economy,False,Secure,True,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,False,Cautious,True,Older,Economy,True,Rural,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiveThou,Middle,False,Normal,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Cautious,False,Older,FamilySedan,False,Secure,True,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Zero,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Older,SportsCar,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Moderate,Moderate,TenThou,HundredThou,Thousand,TenThou,TenThou
Adolescent,FiftyThou,Prole,False,Adventurous,True,Current,Economy,False,City,False,EggShell,False,TenThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,Secure,False,Football,True,FiftyThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Tank,False,FiveThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Adventurous,False,Current,Economy,False,City,False,EggShell,False,TenThou,True,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,False,Current,FamilySedan,False,Rural,True,Football,True,TwentyThou,True,Normal,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,False,Older,Economy,False,Secure,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Adventurous,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Cautious,True,Older,Economy,False,Secure,True,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,True,Adventurous,True,Current,Luxury,False,City,False,Football,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Middle,False,Normal,False,Current,FamilySedan,False,Suburb,False,EggShell,False,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,True,Adventurous,True,Older,FamilySedan,False,Rural,False,Tank,False,TenThou,True,SubStandard,False,Excellent,Poor,Many,Moderate,Moderate,HundredThou,Thousand,TenThou,Thousand,HundredThou
Adolescent,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Middle,True,Adventurous,False,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,City,True,Football,True,FiftyThou,True,Normal,False,Good,Poor,Zero,Severe,Severe,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Rural,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,False,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Cautious,False,Older,FamilySedan,False,Rural,True,Tank,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Adventurous,False,Older,Economy,False,Suburb,False,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,False,Current,Economy,False,City,False,EggShell,False,TenThou,True,Normal,False,Fair,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,Football,False,TenThou,False,SubStandard,False,Fair,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,FamilySedan,False,City,False,Tank,False,TenThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,TenThou,HundredThou
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,Prole,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,True,SubStandard,False,Excellent,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Moderate,Moderate,TenThou,Million,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,Thousand,TenThou,Million,TenThou,TenThou
Adult,TwentyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,SportsCar,False,City,False,EggShell,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,FamilySedan,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,True,Normal,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,True,Adventurous,False,Older,Economy,False,City,False,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,TenThou,TenThou
Adult,FiveThou,Middle,False,Adventurous,True,Older,SportsCar,False,Suburb,False,EggShell,False,TwentyThou,False,Normal,False,Poor,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,Domino,UpperMiddle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Tank,False,FiveThou,True,SubStandard,False,Excellent,Poor,Many,Severe,Severe,TenThou,Thousand,Million,TenThou,TenThou
Adult,TwentyThou,Middle,False,Cautious,True,Older,SportsCar,False,Secure,True,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,UpperMiddle,True,Adventurous,True,Current,FamilySedan,False,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Adventurous,True,Current,Economy,False,Suburb,False,Football,False,TenThou,True,Normal,False,Excellent,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Adventurous,False,Current,Economy,False,City,False,Football,False,TenThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,False,Adventurous,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Severe,Moderate,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Prole,False,Normal,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Adventurous,True,Current,FamilySedan,False,City,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,HundredThou,HundredThou
Adolescent,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Rural,False,EggShell,False,TenThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adolescent,FiftyThou,Prole,False,Normal,False,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Cautious,True,Older,Economy,True,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Normal,False,Older,SportsCar,False,Suburb,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Secure,True,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,True,TenThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,False,Cautious,True,Older,FamilySedan,True,Secure,True,Tank,False,TenThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,TenThou,HundredThou,TenThou,HundredThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,Suburb,False,Tank,True,FiftyThou,True,SubStandard,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiveThou,Prole,False,Adventurous,False,Current,Economy,False,City,False,EggShell,False,TenThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,City,False,EggShell,True,Million,True,Normal,False,Poor,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,False,Normal,True,Current,Luxury,False,Suburb,True,EggShell,True,FiftyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Severe,Thousand,Thousand,Thousand,HundredThou,HundredThou
Senior,TwentyThou,Prole,False,Cautious,True,Older,FamilySedan,True,City,True,Football,False,TenThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiveThou,Middle,False,Adventurous,True,Older,Economy,False,Suburb,False,EggShell,False,TenThou,False,Normal,False,Fair,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,UpperMiddle,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,TenThou,True,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,TenThou,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,False,Older,Economy,False,Secure,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,False,Older,Economy,True,Suburb,False,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,Prole,False,Normal,True,Current,FamilySedan,False,City,False,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Cautious,True,Older,Economy,True,Rural,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Zero,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,HundredThou
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,True,EggShell,False,TenThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
